,business_id,categories,city,full_address,latitude,longitude,name,neighborhoods,open,photo_url,review_count,schools,stars,state,type,url
12981,NPkcplXxz3K-ibTBb9mnBQ,"[Chinese, Restaurants]",Austin,"2801 Guadalupe St
Ste 4
University of Texas
Austin, TX 78705",30.293678,-97.741726,Sunhing Restaurant,[University of Texas],True,http://s3-media4.ak.yelpcdn.com/bphoto/-9ZE12ZPkUUEcA9vKyKfTg/ms.jpg,33,[University of Texas - Austin],3.0,TX,business,http://www.yelp.com/biz/sunhing-restaurant-austin
12982,O3BMVu3V1XBdtg4LjLiowA,"[Delis, Restaurants]",Cambridge,"84 Massachusetts Ave
Bldg W20 101
Kendall Square/MIT
Cambridge, MA 02139",42.3595182,-71.0940105,Alpine Bagel,[Kendall Square/MIT],True,http://s3-media1.ak.yelpcdn.com/bphoto/ClzfKPLdRRkZudd5NGwxdw/ms.jpg,5,"[Massachusetts Institute of Technology, Harvard University]",4.0,MA,business,http://www.yelp.com/biz/alpine-bagel-cambridge
12984,KU2ox4dYBKqFXmhY8cE89A,"[American (New), Restaurants]",Riverdale,"6108 Rhode Island Ave
Riverdale, MD 20737",38.962542,-76.935762,S & J Restaurant,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/SgMuTnVBW74tBHMQc7zbVQ/ms.jpg,6,[University of Maryland - College Park],4.0,MD,business,http://www.yelp.com/biz/s-and-j-restaurant-riverdale
12987,WziqGmt6LHfwfbh_R3aJug,"[American (New), Restaurants]",Atlanta,"905 Juniper St
Midtown
Atlanta, GA 30309",33.7793970256,-84.382429719,The Lawrence,[Midtown],True,http://s3-media2.ak.yelpcdn.com/bphoto/HSmV0YKIyinent5ck2Gfvg/ms.jpg,33,[Georgia Institute of Technology],4.0,GA,business,http://www.yelp.com/biz/the-lawrence-atlanta
12988,ER0c0-cVKhW2O3sjUQawXg,"[Food, Coffee & Tea, Creperies, Mediterranean, Restaurants]",New York,"1090 Amsterdam Ave
Morningside Heights
New York, NY 10025",40.8052722,-73.9623564,Artopolis,[Morningside Heights],True,http://s3-media1.ak.yelpcdn.com/bphoto/sJ070J83jUKPS4-jPOZOtg/ms.jpg,110,[Columbia University],3.5,NY,business,http://www.yelp.com/biz/artopolis-new-york
12991,284kIQVaoHew0YeiywIHhg,"[Fast Food, Pizza, Restaurants]",Seattle,"1414 NE 42nd St
University District
Seattle, WA 98105",47.6583276,-122.3122071,MOD Pizza,[University District],True,http://s3-media1.ak.yelpcdn.com/bphoto/u5lZM_XZCnyTGKvOHMD3jw/ms.jpg,81,[University of Washington],4.5,WA,business,http://www.yelp.com/biz/mod-pizza-seattle-2
12995,Z1g_o-Cgjdd4KlA8ORNOoA,"[Food, Ice Cream & Frozen Yogurt]",Los Angeles,"10878 Kinross Ave
Westwood
Los Angeles, CA 90024",34.0607332,-118.4453171,Yogurt Express,[Westwood],True,http://s3-media1.ak.yelpcdn.com/bphoto/vEH2vpmZlAhT7aaJCgh0aw/ms.jpg,13,[University of California - Los Angeles],4.0,CA,business,http://www.yelp.com/biz/yogurt-express-los-angeles
12996,2F3Gl3ar7iWWhHulyylKHA,"[Hot Dogs, American (Traditional), Sandwiches, Restaurants]",College Park,"8150 Baltimore Ave
College Park, MD 20740",38.9912787,-76.9338723,ChiDogOs,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/0OUK0OT8IA-zZNEKZwzkzA/ms.jpg,10,[University of Maryland - College Park],3.0,MD,business,http://www.yelp.com/biz/chidogos-college-park
12997,IFxTOcBKuns5aAlNk2lHWw,"[Food, Specialty Food, Grocery, Fruits & Veggies, Meat Shops]",Ann Arbor,"407 N 5th Ave
Kerrytown Ann Arbor
Ann Arbor, MI 48104",42.2840998,-83.7458059,Sparrow Meat Market,[Kerrytown Ann Arbor],True,http://s3-media1.ak.yelpcdn.com/bphoto/P-T8ZT2-8n12vtnN5Ug0eA/ms.jpg,29,[University of Michigan - Ann Arbor],4.5,MI,business,http://www.yelp.com/biz/sparrow-meat-market-ann-arbor
12999,dATozC-bYah9uh8tHIDvaw,"[Fast Food, Restaurants]",Princeton,"1183 Rt 206
Princeton, NJ 08540",40.4015816,-74.6504125,Burger King,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Princeton University],2.5,NJ,business,http://www.yelp.com/biz/burger-king-princeton-4
13001,aqPqMdfR3mBtrFDzuoPbSw,"[Food, Beer, Wine & Spirits, Convenience Stores]",Ann Arbor,"114 E William St
Ann Arbor, MI 48113",42.2777426,-83.7479945,The Beer Depot,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/0hzWV9imeLkOCdz9vhtXuA/ms.jpg,16,[University of Michigan - Ann Arbor],4.0,MI,business,http://www.yelp.com/biz/the-beer-depot-ann-arbor
13003,9xHZIB_mqekhffAcJBbaBA,"[Peruvian, Restaurants]",Hyattsville,"7970 New Hampshire Ave
Hyattsville, MD 20783",38.9906067,-76.9877616,Senor Chicken,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,[University of Maryland - College Park],4.0,MD,business,http://www.yelp.com/biz/senor-chicken-hyattsville
13005,qXwHeoXwW_0_scHU8-I_dg,"[Caribbean, Restaurants]",Troy,"451 Fulton St
Troy, NY 12180",42.7322388,-73.6880945,First Choice Caribbean American,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/76FN67bbqEHTXXz_WPygWA/ms.jpg,13,[Rensselaer Polytechnic Institute],4.0,NY,business,http://www.yelp.com/biz/first-choice-caribbean-american-troy
13006,QW4w0JHIhUtldQ72xU-Ecw,"[Greek, Mediterranean, Restaurants]",College Park,"7313 Baltimore Ave
College Park, MD 20740",38.979909,-76.937609,Pita Pit,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,[University of Maryland - College Park],2.0,MD,business,http://www.yelp.com/biz/pita-pit-college-park
13007,yTSxG7WvaqeWx5bYMbDuAA,"[Fast Food, Restaurants]",Austin,"2201 Speedway
University of Texas
Austin, TX 78712",30.2847629,-97.7372908,Chick-fil-A,[University of Texas],True,http://s3-media2.ak.yelpcdn.com/bphoto/KDQ4fHgKNHkqQadd55ch5g/ms.jpg,2,[University of Texas - Austin],3.5,TX,business,http://www.yelp.com/biz/chick-fil-a-austin-12
13010,x6M5SjgjDjxWWBkxYvtLCA,"[Food, Coffee & Tea]",Los Angeles,"308 Westwood Plaza
Ackerman 1st Fl
Westwood
Los Angeles, CA 90095",34.0730451,-118.4448434,Bruin Buzz,[Westwood],True,http://s3-media4.ak.yelpcdn.com/bphoto/1vDElFBCXEjL6XiNUa519g/ms.jpg,6,[University of California - Los Angeles],3.0,CA,business,http://www.yelp.com/biz/bruin-buzz-los-angeles
13012,zPhln0KhLXiGjQuJxOT_eA,"[Japanese, Restaurants]",Los Angeles,"2518 S Figueroa St
South Los Angeles
Los Angeles, CA 90007",34.0282819,-118.2758196,Teriyaki 1,[South Los Angeles],True,http://s3-media2.ak.yelpcdn.com/bphoto/X-YDnwc-qgpsNIdSlE6wPg/ms.jpg,5,[University of Southern California],3.0,CA,business,http://www.yelp.com/biz/teriyaki-1-los-angeles
13014,HZgnRq19XNjQA5QF_bBQHQ,"[Mexican, Restaurants]",Stanford,"279 Campus Dr
Stanford, CA 94305",37.4257041,-122.1819175,Beckman Bistro,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/rT1N7H0Zy_nmLleWH-JnGA/ms.jpg,7,[Stanford University],3.5,CA,business,http://www.yelp.com/biz/beckman-bistro-stanford
13015,KOMIvmCfTopTffTzP730pw,"[Barbeque, Restaurants]",Atlanta,"86 5th St
Midtown
Atlanta, GA 30308",33.7768474,-84.3899876,5th Street Ribs n Blues,[Midtown],True,http://s3-media2.ak.yelpcdn.com/bphoto/QzZMTCXsT6Z_VQ8t1ddarw/ms.jpg,29,[Georgia Institute of Technology],3.0,GA,business,http://www.yelp.com/biz/5th-street-ribs-n-blues-atlanta
13019,PzLQ2U8uvPCQVwDkxOzNIw,"[Food, Bakeries, Coffee & Tea]",West Lafayette,"208 South St
Ste A
West Lafayette, IN 47906",40.4239313,-86.9078051,Vienna Espresso Bar & Bakery,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/WFoqdIZyxGHWewTjRIHokA/ms.jpg,14,[Purdue University],3.5,IN,business,http://www.yelp.com/biz/vienna-espresso-bar-and-bakery-west-lafayette
13020,BmLvrGbrYQqgxIsPNGfy8Q,"[Sandwiches, Restaurants]",Claremont,"510 W First St
Claremont, CA 91711",34.0945856,-117.7209554,Packing House Coffee Co.,[],False,http://s3-media1.ak.yelpcdn.com/bphoto/E6xXsPLEpkNAs3HjtmnrOw/ms.jpg,2,[Harvey Mudd College],3.0,CA,business,http://www.yelp.com/biz/packing-house-coffee-co-claremont
13023,X1astFPJeGaHEfiBnbOmIw,"[Japanese, Restaurants]",La Jolla,"9500 Gilman Dr
La Jolla, CA 92092",32.876186,-117.2361,Shogun of La Jolla,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/kxhU8Yc9YZBioivqLFOlcQ/ms.jpg,80,[University of California - San Diego],2.5,CA,business,http://www.yelp.com/biz/shogun-of-la-jolla-la-jolla
13024,apmH1DwYMWrulOQN5fz4OA,"[Sandwiches, Restaurants]",Watervliet,"1613 Broadway
Watervliet, NY 12189",42.728097,-73.700366,Subway Sandwiches,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Rensselaer Polytechnic Institute],2.0,NY,business,http://www.yelp.com/biz/subway-sandwiches-watervliet
13027,-tKLuyHs5Y6TDJ0QZFtaFw,"[American (Traditional), Restaurants]",Los Angeles,"King Stoops Hall
705 W 34th St
South Los Angeles
Los Angeles, CA 90089",34.0223882,-118.283235,USC University Club,[South Los Angeles],True,http://s3-media3.ak.yelpcdn.com/bphoto/QO13RUJNnc_RnUm_dQVBtA/ms.jpg,3,[University of Southern California],3.5,CA,business,http://www.yelp.com/biz/usc-university-club-los-angeles
13029,kCX913tNDOy_oCsI4-Ty_Q,"[Food, Bakeries]",Palo Alto,"Stanford Shopping Center
Palo Alto, CA 94309",37.42,-122.17,La Boulangerie,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/R0K8Xe6T9DzhdUTt4wxzYg/ms.jpg,7,[Stanford University],2.5,CA,business,http://www.yelp.com/biz/la-boulangerie-palo-alto
13030,yRz7OBOKO0oHrecyKjA7Yw,"[Food, Coffee & Tea]",Cambridge,"100 Mount Auburn Street
Harvard Square
Cambridge, MA 02138",42.3727306,-71.1206132,Peet's Coffee & Tea,[Harvard Square],True,http://s3-media1.ak.yelpcdn.com/bphoto/rIJitijxn4KH0GFOQJHpdg/ms.jpg,126,"[Massachusetts Institute of Technology, Harvard University]",3.5,MA,business,http://www.yelp.com/biz/peets-coffee-and-tea-cambridge
13032,E1l-p6JLZAxqxbju2YKYhw,"[Chinese, Restaurants]",Atlanta,"129 N Ave NE
Downtown
Atlanta, GA 30308",33.770882,-84.383355,Mandarin Palace,[Downtown],True,http://s3-media1.ak.yelpcdn.com/bphoto/ZsVvW92TPLLRsf274oi7ow/ms.jpg,36,[Georgia Institute of Technology],3.0,GA,business,http://www.yelp.com/biz/mandarin-palace-atlanta
13033,zgjMObNE3iH01oEZw76Q7Q,"[Food, Beer, Wine & Spirits, Restaurants]",Christiansburg,"420 Peppers Ferry Rd NW
Christiansburg, VA 24073",37.1618,-80.4327,Blackstone Grill,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/DwOSwD-dtznI5nIUYa5QQQ/ms.jpg,4,[Virginia Tech],4.0,VA,business,http://www.yelp.com/biz/blackstone-grill-christiansburg
13034,rC3AvYl2N1lUR9l8vVNvTA,"[Diners, Restaurants]",West Lafayette,"101 North Grant Street
West Lafayette, IN 47906",40.425078,-86.910331,Pappy's Sweet Shop,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/g1DFWY1rYfCcgYuvVAo4eg/ms.jpg,4,[Purdue University],2.5,IN,business,http://www.yelp.com/biz/pappys-sweet-shop-west-lafayette
13037,dje3fr7pL6_OjA_OhFasKA,"[Italian, Restaurants]",Chapel Hill,"1505 E Franklin St
Chapel Hill, NC 27514",35.9304176,-79.0345073,Il Palio,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/tFnHehL7z2uJTrl8bI7wBw/ms.jpg,38,[University of North Carolina - Chapel Hill],4.0,NC,business,http://www.yelp.com/biz/il-palio-chapel-hill
13039,XODz0rilGYo6_xd5e7isOw,"[Chinese, Restaurants]",Urbana,"114 N Vine St
Urbana, IL 61802",40.1126938,-88.2049202,China Garden,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,11,[University of Illinois - Urbana-Champaign],3.5,IL,business,http://www.yelp.com/biz/china-garden-urbana
13040,hCbO5_Gq6WUz0x6N9HeJ1g,"[Burgers, Restaurants]",La Jolla,"3351 Nobel Dr
University City
La Jolla, CA 92037",32.8681382,-117.2295623,Islands,[University City],True,http://s3-media2.ak.yelpcdn.com/bphoto/S7hVuQqQM-o0XWVQ4KsUjA/ms.jpg,150,[University of California - San Diego],3.0,CA,business,http://www.yelp.com/biz/islands-la-jolla
13042,GLdIHOP5VUCdgAiuQnKmPA,"[Delis, Sandwiches, Restaurants]",Providence,"54 South St
DownCity
Providence, RI 02903",41.8173059,-71.4077019,South Street Cafe,[DownCity],True,http://s3-media4.ak.yelpcdn.com/bphoto/kzlK7g5K7nrId0zCoAB9rw/ms.jpg,13,[Brown University],3.5,RI,business,http://www.yelp.com/biz/south-street-cafe-providence
13043,n4A61MWiTz6ZpiUBVQLcjA,"[Trinidadian, Caribbean, Restaurants]",Seattle,"5000 University Way NE
University District
Seattle, WA 98105",47.664982,-122.3129014,Pam's Kitchen,[University District],True,http://s3-media3.ak.yelpcdn.com/bphoto/MLTju6dZbRYptoSOosdsxw/ms.jpg,268,[University of Washington],4.0,WA,business,http://www.yelp.com/biz/pams-kitchen-seattle
13045,sCsytJYwfESzzIHZnwxb2Q,"[Steakhouses, Japanese, Restaurants]",Christiansburg,"105 Laurel St
Christiansburg, VA 24073",37.1626,-80.4214,Sakura Japenese Steakhouse,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/StzfG57cliuRs5YIxO5aAg/ms.jpg,10,[Virginia Tech],3.0,VA,business,http://www.yelp.com/biz/sakura-japenese-steakhouse-christiansburg
13046,dHgwhkMVKezTII0Hkz8TAg,"[Indian, Restaurants]",Lafayette,"1403 Sagamore Pkwy
Lafayette, IN 47904",40.4311125,-86.8583154,Sharma's Kitchen,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/MT4L1GmX9luezi7mvn0JZg/ms.jpg,12,[Purdue University],4.0,IN,business,http://www.yelp.com/biz/sharmas-kitchen-lafayette
13047,vNlJsfKKp968CZWr8J5xDA,"[Event Planning & Services, Caterers, Sandwiches, Restaurants]",Pittsburgh,"4765 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",40.4610897,-79.9477203,WG Grinders,[Bloomfield],True,http://s3-media3.ak.yelpcdn.com/bphoto/StGgUhWkuD7G5KLQ3fDuYw/ms.jpg,8,[Carnegie Mellon University],3.0,PA,business,http://www.yelp.com/biz/wg-grinders-pittsburgh
13054,LO0TfAyhOYR8fVuido_9aA,"[Food, Grocery]",Troy,"9 126th St
Troy, NY 12182",42.788996,-73.671483,Hannaford Supermarkets,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/AgXZtyx83-Ljnva3Tb7PmQ/ms.jpg,2,[Rensselaer Polytechnic Institute],3.5,NY,business,http://www.yelp.com/biz/hannaford-supermarkets-troy
13055,mAKL2FYbfsQgR0g_MhqnsQ,"[Indian, Restaurants]",Houston,"2414 University Blvd
Ste 210
West University
Houston, TX 77005",29.7150732,-95.4151726,Bombay Brasserie,[West University],True,http://s3-media1.ak.yelpcdn.com/bphoto/Uvqiu7bOxpxTVrhLxjBHOg/ms.jpg,72,[Rice University],3.5,TX,business,http://www.yelp.com/biz/bombay-brasserie-houston
13056,8L5UV0VfZCDNExznV69aqQ,"[Bars, American (New), Nightlife, Restaurants]",Ann Arbor,"401 East Liberty
Suite 200
Downtown Ann Arbor
Ann Arbor, MI 48104",42.2795194,-83.7433138,Bar Louie,[Downtown Ann Arbor],True,http://s3-media3.ak.yelpcdn.com/bphoto/tHmPbdBiXT-lvj47GaGfBA/ms.jpg,61,[University of Michigan - Ann Arbor],2.5,MI,business,http://www.yelp.com/biz/bar-louie-ann-arbor
13059,H64vdIUDh5yPAPh7O3s0CQ,"[Thai, Restaurants]",Cambridge,"16 Eliot Street
Harvard Square
Cambridge, MA 02138",42.3722813,-71.1218011,Aiyara Thai Cuisine,[Harvard Square],True,http://s3-media4.ak.yelpcdn.com/bphoto/SOneK8p-cs-MCj2L_0Mfzw/ms.jpg,20,"[Massachusetts Institute of Technology, Harvard University]",3.0,MA,business,http://www.yelp.com/biz/aiyara-thai-cuisine-cambridge-2
13060,WDwiA7-8N7MgTYZr5CbMIw,[Restaurants],Berkeley,"2404 Telegraph Avenue
Telegraph Ave
Berkeley, CA 94704",37.8668408,-122.2587734,Coffee Source,"[Telegraph Ave, UC Campus Area]",True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[University of California at Berkeley],2.0,CA,business,http://www.yelp.com/biz/coffee-source-berkeley
13061,vkhdQ_wYdtG1gC3s5ckpmw,"[Thai, Chinese, Restaurants]",Seattle,"4135 University Way NE
University District
Seattle, WA 98105",47.6578818,-122.313204,Spicy Wok,[University District],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,8,[University of Washington],3.0,WA,business,http://www.yelp.com/biz/spicy-wok-seattle
13063,NY8E-FmJX7eQ9y4KN9eKTA,"[Food, Beer, Wine & Spirits]",Ithaca,"2255 N Triphammer Rd
Ithaca, NY 14850",42.4789576,-76.4824306,Triphammer Wines and Spirits,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/ty4kLksoFEYbr5nupTJiGQ/ms.jpg,3,[Cornell University],4.0,NY,business,http://www.yelp.com/biz/triphammer-wines-and-spirits-ithaca
13064,BcVx7vnk1CivTpB45SYDUg,"[Italian, Restaurants]",New York,"2888 Broadway
Morningside Heights
New York, NY 10025",40.805601,-73.9652799,Campo,[Morningside Heights],True,http://s3-media3.ak.yelpcdn.com/bphoto/0qGKEFzgSBWWYHMEQHqX4g/ms.jpg,95,[Columbia University],3.0,NY,business,http://www.yelp.com/biz/campo-new-york
13065,4HQcPMTeYQXLy8wBUSlsCQ,"[French, Restaurants]",Kitchener,"182 Victoria St N
Kitchener, ON N2H 5C6",43.456182,-80.49027,Verses,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/4iVpKdDrSNzI6E0oBU7FVA/ms.jpg,5,[University of Waterloo],5.0,ON,business,http://www.yelp.ca/biz/verses-kitchener
13067,_UyjMqhiaP1n9WC5Xt3Ngw,"[American (New), Restaurants]",San Luis Obispo,"998 Monterey St
San Luis Obispo, CA 93401",35.2817909,-120.6613883,Koberl at Blue,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/vvuHYkVfcL2iUNb31B8k7w/ms.jpg,82,[California Polytechnic State University],4.0,CA,business,http://www.yelp.com/biz/koberl-at-blue-san-luis-obispo
13068,1ezFnMTUpnbK9X45cm2sWQ,"[American (Traditional), Restaurants]",Los Angeles,"525 W 28th St
South Los Angeles
Los Angeles, CA 90007",34.0266092,-118.2768233,Grinder Restaurants,[South Los Angeles],True,http://s3-media2.ak.yelpcdn.com/bphoto/GAAi8vihp0Z9Mt8Iz9M6fw/ms.jpg,29,[University of Southern California],3.0,CA,business,http://www.yelp.com/biz/grinder-restaurants-los-angeles
13071,bEErV6CxZ-E4ysLV1Gvw2Q,"[Fast Food, Mexican, Restaurants]",Pasadena,"1449 E Colorado Blvd
Pasadena
Pasadena, CA 91106",34.1459737,-118.1203355,El Pollo Loco,[Pasadena],True,http://s3-media2.ak.yelpcdn.com/bphoto/Ex_aRXxJ0QeusirKIw9UOw/ms.jpg,12,[California Institute of Technology],2.0,CA,business,http://www.yelp.com/biz/el-pollo-loco-pasadena
13072,qZVNTc39d7mLqWeSFTOHIg,"[Food, Bakeries, Coffee & Tea]",Blacksburg,"460 Turner St NW
Ste 204
Blacksburg, VA 24060",37.2332966,-80.4228094,Next Door Bake Shop,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/FmEAf_g955An0aPUgeQQGA/ms.jpg,8,[Virginia Tech],4.0,VA,business,http://www.yelp.com/biz/next-door-bake-shop-blacksburg
13077,ZoAwtIR74Cqdo8aul6yceQ,[Restaurants],Hyattsville,"1401 University Blvd E
Hyattsville, MD 20783",38.9858509,-76.984312,El Puente De Oro Restaurant,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/Ky_mw4dWfTSe13zR1vqTWA/ms.jpg,3,[University of Maryland - College Park],3.0,MD,business,http://www.yelp.com/biz/el-puente-de-oro-restaurant-hyattsville
13078,pPTxNIPYsktaFSQlXOpEXg,"[Sandwiches, Restaurants]",La Jolla,"UCSD
9500 Gilman Dr
La Jolla, CA 92093",32.8755552,-117.2360166,Tacone,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/ElUtzrIq4bqv1E2uN7laAA/ms.jpg,14,[University of California - San Diego],3.0,CA,business,http://www.yelp.com/biz/tacone-la-jolla
13081,QKdj8PFDEbxfgQ67oq8jZA,"[Sandwiches, Restaurants]",Atlanta,"759 W Peachtree St NW
Midtown
Atlanta, GA 30308",33.7754858,-84.3872947,Cafe Pharr Out,[Midtown],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,6,[Georgia Institute of Technology],4.5,GA,business,http://www.yelp.com/biz/cafe-pharr-out-atlanta
13082,Tu8goYmXVGXlJHYVMCSeww,[Food],Houston,"6621 Fannin St
Medical Center
Houston, TX 77030",29.7094002,-95.401015,Subway,[Medical Center],True,http://s3-media3.ak.yelpcdn.com/bphoto/K-JB3-NVYq57nL4Es8YZLw/ms.jpg,6,[Rice University],3.0,TX,business,http://www.yelp.com/biz/subway-houston-20
13084,f_0wqRwfgK99DC5EUg7ZQQ,"[Pubs, Bars, Nightlife, Restaurants]",Atlanta,"30 North Ave NE
Midtown
Atlanta, GA 30308",33.7714788,-84.3864547,The Spotted Dog,[Midtown],False,http://s3-media2.ak.yelpcdn.com/bphoto/_zy9aVOM91dHiTkzrFoFyQ/ms.jpg,27,[Georgia Institute of Technology],3.5,GA,business,http://www.yelp.com/biz/the-spotted-dog-atlanta
13085,IYASJOu_TXz8PpPbt-Clbg,[Restaurants],Urbana,"1401 W Green St
Urbana, IL 61801",40.109243,-88.227253,Sushi San,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[University of Illinois - Urbana-Champaign],1.5,IL,business,http://www.yelp.com/biz/sushi-san-urbana
13088,Q1ty4a5uO7rPlPoSH6PK2w,"[Jazz & Blues, Arts & Entertainment, Fondue, Nightlife, Restaurants]",Claremont,"502 W 1st St
Claremont, CA 91711",34.0946108,-117.7211348,Hip Kitty Jazz & Fondue,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/c4uDSBsnHosIqaM5QFwNag/ms.jpg,183,[Harvey Mudd College],3.5,CA,business,http://www.yelp.com/biz/hip-kitty-jazz-and-fondue-claremont
13089,RS5k_zDSkamBESqx1NSQfw,"[Steakhouses, Restaurants]",Lafayette,"3660 State Road 26
Lafayette, IN 47905",40.418146,-86.845211,Outback Steakhouse,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/OE8Jp2DQ5O0x7tFCyL6ikw/ms.jpg,6,[Purdue University],4.5,IN,business,http://www.yelp.com/biz/outback-steakhouse-lafayette-2
13090,TnNM0hvm0E5Uf9pnbwjt1w,"[Food, Coffee & Tea, Sandwiches, Restaurants]",Stanford,"559 Nathan Abbott Way
Stanford, CA 94305",37.4242821,-122.1681772,Stanford Law School Cafe,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/2dXZpiuO2JSAm5ufThMvHA/ms.jpg,9,[Stanford University],2.5,CA,business,http://www.yelp.com/biz/stanford-law-school-cafe-stanford
13091,OIQzijmM4GEYTFfZWkgADQ,"[Mexican, Restaurants]",Atlanta,"842 Marietta St
Atlanta, GA 30318",33.775328,-84.406983,La Vida,[],False,http://s3-media4.ak.yelpcdn.com/bphoto/i1_1DkWBYl3LXaT2IffDZg/ms.jpg,8,[Georgia Institute of Technology],3.0,GA,business,http://www.yelp.com/biz/la-vida-atlanta-2
13092,GvqBVs9daMVjiH27lwRNUQ,"[Sandwiches, Restaurants]",Cambridge,"201 Broadway
Kendall Square/MIT
Cambridge, MA 02139",42.365984,-71.092419,Kendall Kitchen,[Kendall Square/MIT],True,http://s3-media4.ak.yelpcdn.com/bphoto/KUlAiHEI7heT7UlySi33gA/ms.jpg,17,"[Massachusetts Institute of Technology, Harvard University]",3.0,MA,business,http://www.yelp.com/biz/kendall-kitchen-cambridge
13093,UT4er84bmcioaarzhaGvwg,[Food],Atlanta,"817 W Peachtree St
Midtown
Atlanta, GA 30308",33.7769617,-84.3872788,Biltmore Cafe & Grill,[Midtown],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Georgia Institute of Technology],5.0,GA,business,http://www.yelp.com/biz/biltmore-cafe-and-grill-atlanta
13097,Gx2873IIvAYb9eRvXKJoYg,"[American (Traditional), Restaurants]",San Luis Obispo,"2015 Monterey St
San Luis Obispo, CA 93401",35.290373,-120.6495658,Apple Farm & Trellis Court,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/o633RFOLUWe8kDTZxZDq6w/ms.jpg,245,[California Polytechnic State University],3.5,CA,business,http://www.yelp.com/biz/apple-farm-and-trellis-court-san-luis-obispo
13100,H4G9AEUzEhkhd0Sxb214ng,"[Sandwiches, Restaurants]",Champaign,"703 S Neil St Ste A
Champaign, IL 61820",40.1088652,-88.2434506,Quizno's Subs On Neil Street,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,[University of Illinois - Urbana-Champaign],1.5,IL,business,http://www.yelp.com/biz/quiznos-subs-on-neil-street-champaign
13104,EKHCrB8CQbexyZH-Oazjww,"[Korean, Hawaiian, Restaurants]",Seattle,"4537 University Way NE
Ste B
University District
Seattle, WA 98105",47.6623654,-122.3132754,Aloha Kitchen,[University District],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,8,[University of Washington],3.0,WA,business,http://www.yelp.com/biz/aloha-kitchen-seattle
13105,mG5gV8OWUTp21vLQqmoFFQ,"[Sandwiches, Restaurants]",Pittsburgh,"210 Oakland Ave
Oakland
Pittsburgh, PA 15213",40.44124,-79.956704,Uncle Sam's Submarines,[Oakland],True,http://s3-media4.ak.yelpcdn.com/bphoto/Y7L9AkUtwVoW-g_wCroJQQ/ms.jpg,28,[Carnegie Mellon University],4.5,PA,business,http://www.yelp.com/biz/uncle-sams-submarines-pittsburgh
13107,thlQuACT7g1GQLA-45pfkw,"[Chinese, Restaurants]",Blacksburg,"1409 N Main St
Blacksburg, VA 24060",37.247616,-80.41518,Chinese Kitchen,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/pqb3E50wS7HtUebIxzuEAg/ms.jpg,19,[Virginia Tech],4.0,VA,business,http://www.yelp.com/biz/chinese-kitchen-blacksburg
